Term,Name
GO:0032922,circadian regulation of gene expression
GO:1990066,energy quenching
GO:0046825,regulation of protein export from nucleus
GO:0042761,very long-chain fatty acid biosynthetic process
GO:0010555,response to mannitol
GO:0051125,regulation of actin nucleation
GO:0031087,deadenylation-independent decapping of nuclear-transcribed mRNA
GO:0030835,negative regulation of actin filament depolymerization
GO:0032272,negative regulation of protein polymerization
GO:0035967,cellular response to topologically incorrect protein
GO:0009595,detection of biotic stimulus
GO:0043434,response to peptide hormone
GO:0000186,activation of MAPKK activity
GO:1902532,negative regulation of intracellular signal transduction
GO:0006213,pyrimidine nucleoside metabolic process
GO:0090030,regulation of steroid hormone biosynthetic process
GO:0006287,"base-excision repair, gap-filling"
GO:0048451,petal formation
GO:0007076,mitotic chromosome condensation
GO:0071248,cellular response to metal ion
GO:0007423,sensory organ development
GO:0052547,regulation of peptidase activity
GO:0040010,positive regulation of growth rate
GO:0009068,aspartate family amino acid catabolic process
GO:0051084,'de novo' posttranslational protein folding
GO:1901984,negative regulation of protein acetylation
GO:0044003,modulation by symbiont of host process
GO:0006543,glutamine catabolic process
GO:0006212,uracil catabolic process
GO:0010939,regulation of necrotic cell death
GO:0031055,chromatin remodeling at centromere
GO:0009854,oxidative photosynthetic carbon pathway
GO:0010438,cellular response to sulfur starvation
GO:0010455,positive regulation of cell fate commitment
GO:0045490,pectin catabolic process
GO:0080021,response to benzoic acid
GO:0006623,protein targeting to vacuole
GO:0009805,coumarin biosynthetic process
GO:0072665,protein localization to vacuole
GO:0140462,pericentric heterochromatin organization
GO:0010192,mucilage biosynthetic process
GO:0015916,fatty-acyl-CoA transport
GO:0042631,cellular response to water deprivation
GO:2000757,negative regulation of peptidyl-lysine acetylation
GO:0006515,protein quality control for misfolded or incompletely synthesized proteins
GO:0015700,arsenite transport
GO:0071329,cellular response to sucrose stimulus
GO:0071326,cellular response to monosaccharide stimulus
GO:0008233,peptidase activity
GO:0033609,oxalate metabolic process
GO:0055071,manganese ion homeostasis
GO:0009298,GDP-mannose biosynthetic process
GO:0006878,cellular copper ion homeostasis
GO:0040014,regulation of multicellular organism growth
GO:0006646,phosphatidylethanolamine biosynthetic process
GO:0032768,regulation of monooxygenase activity
GO:0032876,negative regulation of DNA endoreduplication
GO:0000027,ribosomal large subunit assembly
GO:0042326,negative regulation of phosphorylation
GO:0045861,negative regulation of proteolysis
GO:0009310,amine catabolic process
GO:0016104,triterpenoid biosynthetic process
GO:0006792,regulation of sulfur utilization
GO:0071333,cellular response to glucose stimulus
GO:0048880,sensory system development
GO:0055064,chloride ion homeostasis
GO:0051503,adenine nucleotide transport
GO:0034720,histone H3-K4 demethylation
GO:0051012,microtubule sliding
GO:0070408,carbamoyl phosphate metabolic process
GO:0016572,histone phosphorylation
GO:0010586,miRNA metabolic process
GO:0019758,glycosinolate biosynthetic process
GO:0010030,positive regulation of seed germination
GO:0072506,trivalent inorganic anion homeostasis
GO:0009804,coumarin metabolic process
GO:0045807,positive regulation of endocytosis
GO:0051645,Golgi localization
GO:0019745,pentacyclic triterpenoid biosynthetic process
GO:0009683,indoleacetic acid metabolic process
GO:0009773,photosynthetic electron transport in photosystem I
GO:0010588,cotyledon vascular tissue pattern formation
GO:0010951,negative regulation of endopeptidase activity
GO:0009750,response to fructose
GO:0019760,glucosinolate metabolic process
GO:0051047,positive regulation of secretion
GO:0019048,modulation by virus of host process
GO:0030643,cellular phosphate ion homeostasis
GO:0015865,purine nucleotide transport
GO:1905268,negative regulation of chromatin organization
GO:0055073,cadmium ion homeostasis
GO:0010413,glucuronoxylan metabolic process
GO:0000719,photoreactive repair
GO:0010191,mucilage metabolic process
GO:0010477,response to sulfur dioxide
GO:0016491,oxidoreductase activity
GO:0051410,detoxification of nitrogen compound
GO:0006593,ornithine catabolic process
GO:1900542,regulation of purine nucleotide metabolic process
GO:0042274,ribosomal small subunit biogenesis
GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:0009772,photosynthetic electron transport in photosystem II
GO:0071324,cellular response to disaccharide stimulus
GO:0034337,RNA folding
GO:0045820,negative regulation of glycolytic process
GO:0006557,S-adenosylmethioninamine biosynthetic process
GO:0035404,histone-serine phosphorylation
GO:0051353,positive regulation of oxidoreductase activity
GO:0051341,regulation of oxidoreductase activity
GO:0009558,embryo sac cellularization
GO:0061077,chaperone-mediated protein folding
GO:0009757,hexose mediated signaling
GO:0150063,visual system development
GO:0048446,petal morphogenesis
GO:0046396,D-galacturonate metabolic process
GO:0055062,phosphate ion homeostasis
GO:0052548,regulation of endopeptidase activity
GO:0050993,dimethylallyl diphosphate metabolic process
GO:0030048,actin filament-based movement
GO:0010198,synergid death
GO:0055083,monovalent inorganic anion homeostasis
GO:0034058,endosomal vesicle fusion
GO:0016143,S-glycoside metabolic process
GO:0031057,negative regulation of histone modification
GO:0042273,ribosomal large subunit biogenesis
GO:0001561,fatty acid alpha-oxidation
GO:0009650,UV protection
GO:0071291,cellular response to selenium ion
GO:0010042,response to manganese ion
GO:0007032,endosome organization
GO:0006862,nucleotide transport
GO:1901337,thioester transport
GO:0048235,pollen sperm cell differentiation
GO:2000011,regulation of adaxial/abaxial pattern formation
GO:0051346,negative regulation of hydrolase activity
GO:0034508,centromere complex assembly
GO:0006983,ER overload response
GO:0016120,carotene biosynthetic process
GO:0019761,glucosinolate biosynthetic process
GO:0019742,pentacyclic triterpenoid metabolic process
GO:0010184,cytokinin transport
GO:0046369,galactose biosynthetic process
GO:0046463,acylglycerol biosynthetic process
GO:0080051,cutin transport
GO:0070178,D-serine metabolic process
GO:0006706,steroid catabolic process
GO:0006469,negative regulation of protein kinase activity
GO:0010466,negative regulation of peptidase activity
GO:0042402,cellular biogenic amine catabolic process
GO:0006949,syncytium formation
GO:0007097,nuclear migration
GO:0010453,regulation of cell fate commitment
GO:0009895,negative regulation of catabolic process
GO:1903578,regulation of ATP metabolic process
GO:0097501,stress response to metal ion
GO:0050992,dimethylallyl diphosphate biosynthetic process
GO:0019757,glycosinolate metabolic process
GO:0031534,minus-end directed microtubule sliding
GO:0001887,selenium compound metabolic process
GO:0051646,mitochondrion localization
GO:0051647,nucleus localization
GO:1903530,regulation of secretion by cell
GO:2000756,regulation of peptidyl-lysine acetylation
GO:0006588,activation of tryptophan 5-monooxygenase activity
GO:0050688,regulation of defense response to virus
GO:0045597,positive regulation of cell differentiation
GO:0009083,branched-chain amino acid catabolic process
GO:0046337,phosphatidylethanolamine metabolic process
GO:0051817,modulation of process of other organism involved in symbiotic interaction
GO:0071277,cellular response to calcium ion
GO:0006641,triglyceride metabolic process
GO:0045912,negative regulation of carbohydrate metabolic process
GO:0072337,modified amino acid transport
GO:0010111,glyoxysome organization
GO:0016130,phytosteroid catabolic process
GO:0048354,mucilage biosynthetic process involved in seed coat development
GO:0050821,protein stabilization
GO:0009848,indoleacetic acid biosynthetic process via tryptophan
GO:0006587,serotonin biosynthetic process from tryptophan
GO:0035067,negative regulation of histone acetylation
GO:0008298,intracellular mRNA localization
GO:0018282,metal incorporation into metallo-sulfur cluster
GO:0002697,regulation of immune effector process
GO:0006722,triterpenoid metabolic process
GO:0016144,S-glycoside biosynthetic process
GO:0043090,amino acid import
GO:0006984,ER-nucleus signaling pathway
GO:0033611,oxalate catabolic process
GO:0017157,regulation of exocytosis
GO:0000098,sulfur amino acid catabolic process
GO:0071216,cellular response to biotic stimulus
GO:0010255,glucose mediated signaling pathway
GO:0044273,sulfur compound catabolic process
GO:0032770,positive regulation of monooxygenase activity
GO:0040009,regulation of growth rate
GO:0006063,uronic acid metabolic process
GO:0010940,positive regulation of necrotic cell death
GO:0070265,necrotic cell death
GO:0042547,cell wall modification involved in multidimensional cell growth
GO:0072502,cellular trivalent inorganic anion homeostasis
GO:0019985,translesion synthesis
GO:0010416,arabinoxylan-containing compound metabolic process
GO:0006301,postreplication repair
GO:0043157,response to cation stress
GO:0006791,sulfur utilization
GO:0030100,regulation of endocytosis
GO:0031647,regulation of protein stability
GO:0019586,galacturonate metabolic process
GO:0006723,cuticle hydrocarbon biosynthetic process
GO:0010078,maintenance of root meristem identity
GO:0010312,detoxification of zinc ion
GO:0030026,cellular manganese ion homeostasis
GO:0043572,plastid fission
GO:0051348,negative regulation of transferase activity
GO:0048359,mucilage metabolic process involved in seed coat development
GO:0000740,nuclear membrane fusion
GO:0046169,methanol biosynthetic process
GO:0009567,double fertilization forming a zygote and endosperm
GO:0010821,regulation of mitochondrion organization
GO:0031400,negative regulation of protein modification process
GO:0070409,carbamoyl phosphate biosynthetic process
GO:0009087,methionine catabolic process
GO:0010966,regulation of phosphate transport
GO:0061687,detoxification of inorganic compound
GO:0042732,D-xylose metabolic process
GO:0033673,negative regulation of kinase activity
GO:0051262,protein tetramerization
GO:0071331,cellular response to hexose stimulus
GO:0007349,cellularization
GO:0048227,plasma membrane to endosome transport
GO:0007338,single fertilization
GO:0034389,lipid droplet organization
GO:0010587,miRNA catabolic process
GO:0030162,regulation of proteolysis
GO:0051180,vitamin transport
GO:1901983,regulation of protein acetylation
GO:0006297,"nucleotide-excision repair, DNA gap filling"
GO:0006552,leucine catabolic process
GO:0010299,detoxification of cobalt ion
GO:0000731,DNA synthesis involved in DNA repair
GO:0043649,dicarboxylic acid catabolic process
GO:0010677,negative regulation of cellular carbohydrate metabolic process
GO:0072666,establishment of protein localization to vacuole
GO:0043470,regulation of carbohydrate catabolic process
GO:0030490,maturation of SSU-rRNA
GO:0010430,fatty acid omega-oxidation
GO:0031508,pericentric heterochromatin assembly
GO:0004497,monooxygenase activity
GO:0016133,brassinosteroid catabolic process
GO:0001933,negative regulation of protein phosphorylation
GO:0046499,S-adenosylmethioninamine metabolic process
GO:1900543,negative regulation of purine nucleotide metabolic process
GO:0009745,sucrose mediated signaling
GO:0009684,indoleacetic acid biosynthetic process
GO:0004175,endopeptidase activity
GO:0045004,DNA replication proofreading
GO:0019544,arginine catabolic process to glutamate
GO:0019500,cyanide catabolic process
GO:0060151,peroxisome localization
GO:0035821,modulation of process of other organism
GO:0035065,regulation of histone acetylation
GO:0010417,glucuronoxylan biosynthetic process
GO:0002235,detection of unfolded protein
GO:0051085,chaperone cofactor-dependent protein refolding
GO:0015868,purine ribonucleotide transport
GO:0071229,cellular response to acid chemical
GO:0019458,methionine catabolic process via 2-oxobutanoate
GO:0009969,xyloglucan biosynthetic process
GO:0051046,regulation of secretion
GO:0006598,polyamine catabolic process
GO:0048640,negative regulation of developmental growth
GO:0046185,aldehyde catabolic process
GO:0018283,iron incorporation into metallo-sulfur cluster
GO:0043987,histone H3-S10 phosphorylation
GO:0010541,acropetal auxin transport
GO:0015884,folic acid transport
GO:0071241,cellular response to inorganic substance
GO:0043137,"DNA replication, removal of RNA primer"
GO:0006110,regulation of glycolytic process
GO:0010089,xylem development
GO:0001654,eye development
GO:0042759,long-chain fatty acid biosynthetic process
GO:0071462,cellular response to water stimulus
GO:0042276,error-prone translesion synthesis
GO:0006638,neutral lipid metabolic process
GO:0000023,maltose metabolic process
GO:0051289,protein homotetramerization
GO:0010269,response to selenium ion
GO:0001676,long-chain fatty acid metabolic process
GO:0006639,acylglycerol metabolic process
GO:0072501,cellular divalent inorganic anion homeostasis
GO:0019499,cyanide metabolic process
GO:1903579,negative regulation of ATP metabolic process
GO:0019432,triglyceride biosynthetic process
GO:0046460,neutral lipid biosynthetic process
GO:0030320,cellular monovalent inorganic anion homeostasis
GO:1990359,stress response to zinc ion
GO:0030002,cellular anion homeostasis
GO:0010020,chloroplast fission
GO:0006290,pyrimidine dimer repair
GO:0050792,regulation of viral process
GO:0015945,methanol metabolic process
GO:0051511,negative regulation of unidimensional cell growth
GO:0051131,chaperone-mediated protein complex assembly
GO:0046622,positive regulation of organ growth
GO:0009270,response to humidity
GO:0010345,suberin biosynthetic process
GO:0043693,monoterpene biosynthetic process
GO:0016099,monoterpenoid biosynthetic process
GO:0006103,2-oxoglutarate metabolic process
GO:0071042,nuclear polyadenylation-dependent mRNA catabolic process
GO:0010497,plasmodesmata-mediated intercellular transport
GO:0010260,animal organ senescence
GO:0043619,regulation of transcription from RNA polymerase II promoter in response to oxidative stress
GO:0050000,chromosome localization
GO:0010447,response to acidic pH
GO:1904062,regulation of cation transmembrane transport
GO:0046520,sphingoid biosynthetic process
GO:0019375,galactolipid biosynthetic process
GO:0010583,response to cyclopentenone
GO:0080005,photosystem stoichiometry adjustment
GO:0007167,enzyme linked receptor protein signaling pathway
GO:0032328,alanine transport
GO:0016180,snRNA processing
GO:0046244,salicylic acid catabolic process
GO:0000373,Group II intron splicing
GO:0016462,pyrophosphatase activity
GO:0071428,rRNA-containing ribonucleoprotein complex export from nucleus
GO:0071047,polyadenylation-dependent mRNA catabolic process
GO:0046482,para-aminobenzoic acid metabolic process
GO:0009450,gamma-aminobutyric acid catabolic process
GO:0031112,positive regulation of microtubule polymerization or depolymerization
GO:0034476,U5 snRNA 3'-end processing
GO:0071027,nuclear RNA surveillance
GO:0046320,regulation of fatty acid oxidation
GO:0043489,RNA stabilization
GO:0010206,photosystem II repair
GO:0010148,transpiration
GO:0000467,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:0016124,xanthophyll catabolic process
GO:0010155,regulation of proton transport
GO:0043409,negative regulation of MAPK cascade
GO:0000913,preprophase band assembly
GO:0060776,simple leaf morphogenesis
GO:0034475,U4 snRNA 3'-end processing
GO:0000256,allantoin catabolic process
GO:0031573,intra-S DNA damage checkpoint
GO:0035235,ionotropic glutamate receptor signaling pathway
GO:0016024,CDP-diacylglycerol biosynthetic process
GO:0060862,negative regulation of floral organ abscission
GO:0019935,cyclic-nucleotide-mediated signaling
GO:0006968,cellular defense response
GO:0045141,meiotic telomere clustering
GO:0006407,rRNA export from nucleus
GO:0017111,nucleoside-triphosphatase activity
GO:0046519,sphingoid metabolic process
GO:1902931,negative regulation of alcohol biosynthetic process
GO:0033302,quercetin O-glucoside metabolic process
GO:0045913,positive regulation of carbohydrate metabolic process
GO:0009724,detection of abscisic acid stimulus
GO:0071029,nuclear ncRNA surveillance
GO:0051345,positive regulation of hydrolase activity
GO:0010500,transmitting tissue development
GO:0000447,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:0019934,cGMP-mediated signaling
GO:0046620,regulation of organ growth
GO:0000479,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:0000255,allantoin metabolic process
GO:0045732,positive regulation of protein catabolic process
GO:0043271,negative regulation of ion transport
GO:0071545,inositol phosphate catabolic process
GO:0015908,fatty acid transport
GO:0015803,branched-chain amino acid transport
GO:0032413,negative regulation of ion transmembrane transporter activity
GO:0033330,kaempferol O-glucoside biosynthetic process
GO:0043547,positive regulation of GTPase activity
GO:0019520,aldonic acid metabolic process
GO:0010360,negative regulation of anion channel activity
GO:0002215,defense response to nematode
GO:0006782,protoporphyrinogen IX biosynthetic process
GO:0045931,positive regulation of mitotic cell cycle
GO:0046838,phosphorylated carbohydrate dephosphorylation
GO:0009758,carbohydrate utilization
GO:0006998,nuclear envelope organization
GO:0000459,exonucleolytic trimming involved in rRNA processing
GO:0043484,regulation of RNA splicing
GO:0010100,negative regulation of photomorphogenesis
GO:0015819,lysine transport
GO:0033303,quercetin O-glucoside biosynthetic process
GO:0016926,protein desumoylation
GO:0018345,protein palmitoylation
GO:0018923,limonene metabolic process
GO:0050994,regulation of lipid catabolic process
GO:0046110,xanthine metabolic process
GO:0016553,base conversion or substitution editing
GO:0000469,cleavage involved in rRNA processing
GO:0034427,"nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'"
GO:1902751,positive regulation of cell cycle G2/M phase transition
GO:0051762,sesquiterpene biosynthetic process
GO:0002239,response to oomycetes
GO:0010496,intercellular transport
GO:0032365,intracellular lipid transport
GO:1905328,plant septum development
GO:0031117,positive regulation of microtubule depolymerization
GO:0019287,"isopentenyl diphosphate biosynthetic process, mevalonate pathway"
GO:0016098,monoterpenoid metabolic process
GO:0060860,regulation of floral organ abscission
GO:0033231,carbohydrate export
GO:0000460,maturation of 5.8S rRNA
GO:0060631,regulation of meiosis I
GO:0043633,polyadenylation-dependent RNA catabolic process
GO:0010028,xanthophyll cycle
GO:0050891,multicellular organismal water homeostasis
GO:0016137,glycoside metabolic process
GO:0010959,regulation of metal ion transport
GO:0043928,exonucleolytic catabolism of deadenylated mRNA
GO:0006893,Golgi to plasma membrane transport
GO:0019336,phenol-containing compound catabolic process
GO:0017145,stem cell division
GO:0033750,ribosome localization
GO:0034629,cellular protein-containing complex localization
GO:0048543,phytochrome chromophore biosynthetic process
GO:1902369,negative regulation of RNA catabolic process
GO:0015824,proline transport
GO:0071035,nuclear polyadenylation-dependent rRNA catabolic process
GO:0032410,negative regulation of transporter activity
GO:0031111,negative regulation of microtubule polymerization or depolymerization
GO:0031054,pre-miRNA processing
GO:0071985,multivesicular body sorting pathway
GO:0034397,telomere localization
GO:0010236,plastoquinone biosynthetic process
GO:0009448,gamma-aminobutyric acid metabolic process
GO:0043087,regulation of GTPase activity
GO:0071028,nuclear mRNA surveillance
GO:0044773,mitotic DNA damage checkpoint
GO:0030388,"fructose 1,6-bisphosphate metabolic process"
GO:0043985,histone H4-R3 methylation
GO:0016138,glycoside biosynthetic process
GO:0043605,cellular amide catabolic process
GO:0090503,"RNA phosphodiester bond hydrolysis, exonucleolytic"
GO:1901992,positive regulation of mitotic cell cycle phase transition
GO:0000054,ribosomal subunit export from nucleus
GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0048838,release of seed from dormancy
GO:0033962,P-body assembly
GO:0050878,regulation of body fluid levels
GO:0010971,positive regulation of G2/M transition of mitotic cell cycle
GO:0034472,snRNA 3'-end processing
GO:0051051,negative regulation of transport
GO:0016048,detection of temperature stimulus
GO:0098876,vesicle-mediated transport to the plasma membrane
GO:0010135,ureide metabolic process
GO:0016817,"hydrolase activity, acting on acid anhydrides"
GO:0031125,rRNA 3'-end processing
GO:0000478,endonucleolytic cleavage involved in rRNA processing
GO:0051601,exocyst localization
GO:0019521,D-gluconate metabolic process
GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:0032509,endosome transport via multivesicular body sorting pathway
GO:0046250,limonene biosynthetic process
GO:0043610,regulation of carbohydrate utilization
GO:0007026,negative regulation of microtubule depolymerization
GO:0010136,ureide catabolic process
GO:0051761,sesquiterpene metabolic process
GO:0031110,regulation of microtubule polymerization or depolymerization
GO:0048462,carpel formation
GO:1902115,regulation of organelle assembly
GO:0034969,histone arginine methylation
GO:1903960,negative regulation of anion transmembrane transport
GO:0051029,rRNA transport
GO:0031330,negative regulation of cellular catabolic process
GO:0034473,U1 snRNA 3'-end processing
GO:0006858,extracellular transport
GO:0060629,regulation of homologous chromosome segregation
GO:0015718,monocarboxylic acid transport
GO:0007019,microtubule depolymerization
GO:0000338,protein deneddylation
GO:0097438,exit from dormancy
GO:1901806,beta-glucoside biosynthetic process
GO:0043618,regulation of transcription from RNA polymerase II promoter in response to stress
GO:0071472,cellular response to salt stress
GO:0010235,guard mother cell cytokinesis
GO:0015829,valine transport
GO:1901804,beta-glucoside metabolic process
GO:0007229,integrin-mediated signaling pathway
GO:0010603,regulation of cytoplasmic mRNA processing body assembly
GO:0009643,photosynthetic acclimation
GO:0046501,protoporphyrinogen IX metabolic process
GO:0016110,tetraterpenoid catabolic process
GO:0030091,protein repair
GO:0019374,galactolipid metabolic process
GO:0042425,choline biosynthetic process
GO:0071046,nuclear polyadenylation-dependent ncRNA catabolic process
GO:0007029,endoplasmic reticulum organization
GO:0043634,polyadenylation-dependent ncRNA catabolic process
GO:0033388,putrescine biosynthetic process from arginine
GO:0048768,root hair cell tip growth
GO:0033329,kaempferol O-glucoside metabolic process
GO:0018216,peptidyl-arginine methylation
GO:0016078,tRNA catabolic process
GO:0006538,glutamate catabolic process
GO:0034766,negative regulation of ion transmembrane transport
GO:0007215,glutamate receptor signaling pathway
GO:0010387,COP9 signalosome assembly
GO:0000291,"nuclear-transcribed mRNA catabolic process, exonucleolytic"
GO:0018195,peptidyl-arginine modification
GO:0043628,ncRNA 3'-end processing
GO:0051014,actin filament severing
GO:0080065,4-alpha-methyl-delta7-sterol oxidation
GO:0048871,multicellular organismal homeostasis
GO:0006655,phosphatidylglycerol biosynthetic process
GO:0009819,drought recovery
GO:0016818,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
GO:0071038,nuclear polyadenylation-dependent tRNA catabolic process
GO:0016118,carotenoid catabolic process
GO:0043617,cellular response to sucrose starvation
GO:0046471,phosphatidylglycerol metabolic process
GO:0000028,ribosomal small subunit assembly
GO:0090220,chromosome localization to nuclear envelope involved in homologous chromosome segregation
GO:0000055,ribosomal large subunit export from nucleus
GO:0043407,negative regulation of MAP kinase activity
GO:0097064,ncRNA export from nucleus
GO:0010606,positive regulation of cytoplasmic mRNA processing body assembly
GO:0015804,neutral amino acid transport
GO:0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
GO:0015812,gamma-aminobutyric acid transport
GO:0006540,glutamate decarboxylation to succinate
GO:0051303,establishment of chromosome localization
GO:0043692,monoterpene metabolic process
GO:0005576,extracellular region
GO:0031998,regulation of fatty acid beta-oxidation
GO:0046341,CDP-diacylglycerol metabolic process
GO:1903792,negative regulation of anion transport
GO:0080126,ovary septum development
GO:0000209,protein polyubiquitination
GO:0090359,negative regulation of abscisic acid biosynthetic process
GO:0070407,oxidation-dependent protein catabolic process
GO:0016556,mRNA modification
GO:1902117,positive regulation of organelle assembly
GO:0000461,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:0034763,negative regulation of transmembrane transport
GO:0002229,defense response to oomycetes
GO:0031114,regulation of microtubule depolymerization
GO:0043266,regulation of potassium ion transport
GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic"
GO:1901989,positive regulation of cell cycle phase transition
GO:0046855,inositol phosphate dephosphorylation
GO:0003924,GTPase activity
GO:0043487,regulation of RNA stability
GO:0071901,negative regulation of protein serine/threonine kinase activity
GO:0015802,basic amino acid transport
GO:0015809,arginine transport
GO:0042791,5S class rRNA transcription by RNA polymerase III
GO:0033683,"nucleotide-excision repair, DNA incision"
GO:0043982,histone H4-K8 acetylation
GO:0080111,DNA demethylation
GO:2000758,positive regulation of peptidyl-lysine acetylation
GO:0004016,adenylate cyclase activity
GO:1904659,glucose transmembrane transport
GO:0000381,"regulation of alternative mRNA splicing, via spliceosome"
GO:1903311,regulation of mRNA metabolic process
GO:0048564,photosystem I assembly
GO:0140053,mitochondrial gene expression
GO:0070816,phosphorylation of RNA polymerase II C-terminal domain
GO:0043181,vacuolar sequestering
GO:0043570,maintenance of DNA repeat elements
GO:0051123,RNA polymerase II preinitiation complex assembly
GO:0055091,phospholipid homeostasis
GO:2001252,positive regulation of chromosome organization
GO:0000018,regulation of DNA recombination
GO:0006296,"nucleotide-excision repair, DNA incision, 5'-to lesion"
GO:0034398,telomere tethering at nuclear periphery
GO:0031498,chromatin disassembly
GO:0000710,meiotic mismatch repair
GO:1901800,positive regulation of proteasomal protein catabolic process
GO:0002920,regulation of humoral immune response
GO:0043970,histone H3-K9 acetylation
GO:0006086,acetyl-CoA biosynthetic process from pyruvate
GO:0010845,positive regulation of reciprocal meiotic recombination
GO:0019730,antimicrobial humoral response
GO:0007095,mitotic G2 DNA damage checkpoint
GO:0030242,autophagy of peroxisome
GO:0042776,mitochondrial ATP synthesis coupled proton transport
GO:0045911,positive regulation of DNA recombination
GO:0080009,mRNA methylation
GO:0042770,signal transduction in response to DNA damage
GO:0000349,generation of catalytic spliceosome for first transesterification step
GO:0006474,N-terminal protein amino acid acetylation
GO:0033206,meiotic cytokinesis
GO:0019428,allantoin biosynthetic process
GO:0045041,protein import into mitochondrial intermembrane space
GO:0010289,homogalacturonan biosynthetic process
GO:0045862,positive regulation of proteolysis
GO:0006959,humoral immune response
GO:1902101,positive regulation of metaphase/anaphase transition of cell cycle
GO:0070919,production of siRNA involved in chromatin silencing by small RNA
GO:0045842,positive regulation of mitotic metaphase/anaphase transition
GO:0032436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process
GO:0033483,gas homeostasis
GO:0071218,cellular response to misfolded protein
GO:0002698,negative regulation of immune effector process
GO:0018230,peptidyl-L-cysteine S-palmitoylation
GO:0070651,nonfunctional rRNA decay
GO:0000241,diakinesis
GO:0032543,mitochondrial translation
GO:0016233,telomere capping
GO:0045048,protein insertion into ER membrane
GO:0045910,negative regulation of DNA recombination
GO:0051595,response to methylglyoxal
GO:0060261,positive regulation of transcription initiation from RNA polymerase II promoter
GO:0000722,telomere maintenance via recombination
GO:1901654,response to ketone
GO:0045851,pH reduction
GO:0070897,transcription preinitiation complex assembly
GO:0046398,UDP-glucuronate metabolic process
GO:0045898,regulation of RNA polymerase II transcription preinitiation complex assembly
GO:1990542,mitochondrial transmembrane transport
GO:0009303,rRNA transcription
GO:0043981,histone H4-K5 acetylation
GO:0009438,methylglyoxal metabolic process
GO:0034051,negative regulation of plant-type hypersensitive response
GO:0042794,plastid rRNA transcription
GO:0032951,regulation of beta-glucan biosynthetic process
GO:0000422,autophagy of mitochondrion
GO:0048016,inositol phosphate-mediated signaling
GO:0051339,regulation of lyase activity
GO:0031058,positive regulation of histone modification
GO:0002759,regulation of antimicrobial humoral response
GO:0030397,membrane disassembly
GO:0019628,urate catabolic process
GO:1901985,positive regulation of protein acetylation
GO:0048363,mucilage pectin metabolic process
GO:0006107,oxaloacetate metabolic process
GO:0015764,N-acetylglucosamine transport
GO:0000972,transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery
GO:0051984,positive regulation of chromosome segregation
GO:0071108,protein K48-linked deubiquitination
GO:0006065,UDP-glucuronate biosynthetic process
GO:0006376,mRNA splice site selection
GO:1905177,tracheary element differentiation
GO:0060260,regulation of transcription initiation from RNA polymerase II promoter
GO:0010730,negative regulation of hydrogen peroxide biosynthetic process
GO:0032233,positive regulation of actin filament bundle assembly
GO:0045216,cell-cell junction organization
GO:0000491,small nucleolar ribonucleoprotein complex assembly
GO:0045835,negative regulation of meiotic nuclear division
GO:0002440,production of molecular mediator of immune response
GO:0006085,acetyl-CoA biosynthetic process
GO:0045128,negative regulation of reciprocal meiotic recombination
GO:0032986,protein-DNA complex disassembly
GO:0006337,nucleosome disassembly
GO:1903050,regulation of proteolysis involved in cellular protein catabolic process
GO:0010117,photoprotection
GO:0045899,positive regulation of RNA polymerase II transcription preinitiation complex assembly
GO:0007112,male meiosis cytokinesis
GO:0032973,amino acid export across plasma membrane
GO:0006734,NADH metabolic process
GO:0009662,etioplast organization
GO:0070534,protein K63-linked ubiquitination
GO:1905820,positive regulation of chromosome separation
GO:1903427,negative regulation of reactive oxygen species biosynthetic process
GO:0016554,cytidine to uridine editing
GO:0001836,release of cytochrome c from mitochondria
GO:0002701,negative regulation of production of molecular mediator of immune response
GO:0032950,regulation of beta-glucan metabolic process
GO:0008053,mitochondrial fusion
GO:0031098,stress-activated protein kinase signaling cascade
GO:0006384,transcription initiation from RNA polymerase III promoter
GO:0033399,cis-zeatin metabolic process
GO:1905269,positive regulation of chromatin organization
GO:0042148,strand invasion
GO:0016849,phosphorus-oxygen lyase activity
GO:0051653,spindle localization
GO:0030856,regulation of epithelial cell differentiation
GO:0048759,xylem vessel member cell differentiation
